v20defThreshold;v22defThreshold;v25defThreshold;Tot;OK;KO;PercentOK;Wilson95Lower;NoAUTot;NoAUOK;NoAUKO;NoAUPercentOK;NoAUWilson95Lower;Months;WorstMonthPercentOK;MonthsBelow70;Rank
69.0;69.0;67.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1475
69.0;69.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1476
69.0;69.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1477
69.0;69.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1478
69.0;69.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1278
69.0;69.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1044
69.0;69.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;882
69.0;69.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;539
69.0;69.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;508
69.0;69.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;912
69.0;69.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;165
69.0;69.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;691
69.0;69.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;945
69.0;69.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;10
69.0;69.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;360
69.0;69.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;260
69.0;69.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;997
69.0;69.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4404
69.0;69.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5593
69.0;69.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6304
69.0;69.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8764
69.0;69.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7827
69.0;69.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6538
69.0;69.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11311
69.0;70.0;60.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1479
69.0;70.0;61.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1480
69.0;70.0;62.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1481
69.0;70.0;63.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1482
69.0;70.0;64.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1483
69.0;70.0;65.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1484
69.0;70.0;66.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1485
69.0;70.0;67.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1486
69.0;70.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1487
69.0;70.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1488
69.0;70.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1489
69.0;70.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1279
69.0;70.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1045
69.0;70.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;883
69.0;70.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;540
69.0;70.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;509
69.0;70.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;913
69.0;70.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;166
69.0;70.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;692
69.0;70.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;946
69.0;70.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;11
69.0;70.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;361
69.0;70.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;261
69.0;70.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;998
69.0;70.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4405
69.0;70.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5594
69.0;70.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6305
69.0;70.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8765
69.0;70.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7828
69.0;70.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6539
69.0;70.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11312
69.0;71.0;60.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1280
69.0;71.0;61.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1281
69.0;71.0;62.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1282
69.0;71.0;63.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1283
69.0;71.0;64.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1284
69.0;71.0;65.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1285
69.0;71.0;66.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1286
69.0;71.0;67.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1287
69.0;71.0;68.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1288
69.0;71.0;69.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1289
69.0;71.0;70.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1290
69.0;71.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1291
69.0;71.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1046
69.0;71.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;884
69.0;71.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;541
69.0;71.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;510
69.0;71.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;914
69.0;71.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;167
69.0;71.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;693
69.0;71.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;947
69.0;71.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;12
69.0;71.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;362
69.0;71.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;262
69.0;71.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;999
69.0;71.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4406
69.0;71.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5595
69.0;71.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6306
69.0;71.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8766
69.0;71.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7829
69.0;71.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6540
69.0;71.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11313
69.0;72.0;60.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1047
69.0;72.0;61.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1048
69.0;72.0;62.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1049
69.0;72.0;63.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1050
69.0;72.0;64.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1051
69.0;72.0;65.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1052
69.0;72.0;66.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1053
69.0;72.0;67.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1054
69.0;72.0;68.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1055
69.0;72.0;69.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1056
69.0;72.0;70.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1057
69.0;72.0;71.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1058
69.0;72.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1059
69.0;72.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;885
69.0;72.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;542
69.0;72.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;511
69.0;72.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;915
69.0;72.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;168
69.0;72.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;694
69.0;72.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;948
69.0;72.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;13
69.0;72.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;363
69.0;72.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;263
69.0;72.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;1000
69.0;72.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4407
69.0;72.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5596
69.0;72.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6307
69.0;72.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8767
69.0;72.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7830
69.0;72.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6541
69.0;72.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11314
69.0;73.0;60.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;886
69.0;73.0;61.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;887
69.0;73.0;62.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;888
69.0;73.0;63.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;889
69.0;73.0;64.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;890
69.0;73.0;65.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;891
69.0;73.0;66.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;892
69.0;73.0;67.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;893
69.0;73.0;68.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;894
69.0;73.0;69.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;895
69.0;73.0;70.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;896
69.0;73.0;71.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;897
69.0;73.0;72.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;898
69.0;73.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;899
69.0;73.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;543
69.0;73.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;512
69.0;73.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;916
69.0;73.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;169
69.0;73.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;695
69.0;73.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;949
69.0;73.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;14
69.0;73.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;364
69.0;73.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;264
69.0;73.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;1001
69.0;73.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4408
69.0;73.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5597
69.0;73.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6308
69.0;73.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8768
69.0;73.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7831
69.0;73.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6542
69.0;73.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11315
69.0;74.0;60.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;544
69.0;74.0;61.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;545
69.0;74.0;62.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;546
69.0;74.0;63.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;547
69.0;74.0;64.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;548
69.0;74.0;65.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;549
69.0;74.0;66.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;550
69.0;74.0;67.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;551
69.0;74.0;68.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;552
69.0;74.0;69.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;553
69.0;74.0;70.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;554
69.0;74.0;71.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;555
69.0;74.0;72.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;556
69.0;74.0;73.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;557
69.0;74.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;558
69.0;74.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;513
69.0;74.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;917
69.0;74.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;170
69.0;74.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;696
69.0;74.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;950
69.0;74.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;15
69.0;74.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;365
69.0;74.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;265
69.0;74.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;1002
69.0;74.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4409
69.0;74.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5598
69.0;74.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6309
69.0;74.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8769
69.0;74.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7832
69.0;74.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6543
69.0;74.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11316
69.0;75.0;60.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;514
69.0;75.0;61.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;515
69.0;75.0;62.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;516
69.0;75.0;63.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;517
69.0;75.0;64.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;518
69.0;75.0;65.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;519
69.0;75.0;66.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;520
69.0;75.0;67.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;521
69.0;75.0;68.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;522
69.0;75.0;69.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;523
69.0;75.0;70.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;524
69.0;75.0;71.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;525
69.0;75.0;72.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;526
69.0;75.0;73.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;527
69.0;75.0;74.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;528
69.0;75.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;529
69.0;75.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;918
69.0;75.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;171
69.0;75.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;697
69.0;75.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;951
69.0;75.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;16
69.0;75.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;366
69.0;75.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;266
69.0;75.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;1003
69.0;75.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4410
69.0;75.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5599
69.0;75.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6310
69.0;75.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8770
69.0;75.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7833
69.0;75.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6544
69.0;75.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11317
69.0;76.0;60.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;919
69.0;76.0;61.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;920
69.0;76.0;62.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;921
69.0;76.0;63.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;922
69.0;76.0;64.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;923
69.0;76.0;65.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;924
69.0;76.0;66.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;925
69.0;76.0;67.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;926
69.0;76.0;68.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;927
69.0;76.0;69.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;928
69.0;76.0;70.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;929
69.0;76.0;71.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;930
69.0;76.0;72.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;931
69.0;76.0;73.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;932
69.0;76.0;74.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;933
69.0;76.0;75.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;934
69.0;76.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;935
69.0;76.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;172
69.0;76.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;698
69.0;76.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;952
69.0;76.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;17
69.0;76.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;367
69.0;76.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;267
69.0;76.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;1004
69.0;76.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4411
69.0;76.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5600
69.0;76.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6311
69.0;76.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8771
69.0;76.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7834
69.0;76.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6545
69.0;76.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11318
69.0;77.0;60.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;173
69.0;77.0;61.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;174
69.0;77.0;62.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;175
69.0;77.0;63.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;176
69.0;77.0;64.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;177
69.0;77.0;65.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;178
69.0;77.0;66.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;179
69.0;77.0;67.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;180
69.0;77.0;68.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;181
69.0;77.0;69.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;182
69.0;77.0;70.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;183
69.0;77.0;71.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;184
69.0;77.0;72.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;185
69.0;77.0;73.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;186
69.0;77.0;74.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;187
69.0;77.0;75.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;188
69.0;77.0;76.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;189
69.0;77.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;190
69.0;77.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;699
69.0;77.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;953
69.0;77.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;18
69.0;77.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;368
69.0;77.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;268
69.0;77.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;1005
